country,year,age,gender,cases
PA,2006,25-34,F,83.0
PA,2007,25-34,F,74.0
PA,2008,25-34,F,73.0
PE,1995,25-34,F,660.0
PE,1996,25-34,F,561.0
PE,1997,25-34,F,2784.0
PE,1998,25-34,F,2894.0
PE,1999,25-34,F,2958.0
PE,2000,25-34,F,2472.0
PE,2001,25-34,F,2382.0
PE,2002,25-34,F,496.0
PE,2003,25-34,F,380.0
PE,2004,25-34,F,1935.0
PE,2005,25-34,F,2111.0
PE,2006,25-34,F,1852.0
PE,2007,25-34,F,1603.0
PE,2008,25-34,F,1599.0
PF,1996,25-34,F,4.0
PF,1997,25-34,F,3.0
PF,1998,25-34,F,2.0
PF,1999,25-34,F,2.0
PF,2000,25-34,F,1.0
PF,2001,25-34,F,1.0
PF,2002,25-34,F,2.0
PF,2003,25-34,F,1.0
PF,2004,25-34,F,6.0
PF,2005,25-34,F,3.0
PF,2006,25-34,F,1.0
PF,2007,25-34,F,1.0
PF,2008,25-34,F,1.0
PG,1996,25-34,F,30.0
PG,1997,25-34,F,5.0
PG,1998,25-34,F,51.0
PG,1999,25-34,F,20.0
PG,2000,25-34,F,45.0
PG,2001,25-34,F,64.0
PG,2002,25-34,F,149.0
PG,2003,25-34,F,171.0
PG,2004,25-34,F,161.0
PG,2005,25-34,F,204.0
PG,2006,25-34,F,215.0
PG,2007,25-34,F,153.0
PG,2008,25-34,F,230.0
PH,1995,25-34,F,32.0
PH,1996,25-34,F,20.0
PH,1997,25-34,F,111.0
PH,1998,25-34,F,109.0
PH,2003,25-34,F,4551.0
PH,2004,25-34,F,5090.0
PH,2005,25-34,F,5268.0
PH,2006,25-34,F,5746.0
PH,2007,25-34,F,5594.0
PH,2008,25-34,F,5452.0
PK,1995,25-34,F,381.0
PK,1998,25-34,F,507.0
PK,1999,25-34,F,373.0
PK,2000,25-34,F,416.0
PK,2001,25-34,F,915.0
PK,2002,25-34,F,1917.0
PK,2003,25-34,F,2471.0
PK,2004,25-34,F,3656.0
PK,2005,25-34,F,5611.0
PK,2006,25-34,F,7030.0
PK,2007,25-34,F,9162.0
PK,2008,25-34,F,10489.0
PL,1995,25-34,F,163.0
PL,1996,25-34,F,324.0
PL,1997,25-34,F,155.0
PL,1998,25-34,F,161.0
PL,1999,25-34,F,113.0
PL,2000,25-34,F,158.0
PL,2001,25-34,F,148.0
PL,2002,25-34,F,135.0
PL,2003,25-34,F,108.0
PL,2004,25-34,F,136.0
PL,2005,25-34,F,142.0
PL,2006,25-34,F,142.0
PL,2007,25-34,F,149.0
PL,2008,25-34,F,106.0
PR,1995,25-34,F,6.0
PR,1996,25-34,F,5.0
PR,1997,25-34,F,6.0
PR,1998,25-34,F,5.0
PR,1999,25-34,F,5.0
PR,2000,25-34,F,5.0
PR,2001,25-34,F,1.0
PR,2002,25-34,F,5.0
PR,2003,25-34,F,2.0
PR,2004,25-34,F,3.0
PR,2005,25-34,F,2.0
PR,2006,25-34,F,3.0
PR,2007,25-34,F,2.0
PR,2008,25-34,F,4.0
PS,1995,25-34,F,0.0
PS,1996,25-34,F,1.0
PS,2003,25-34,F,0.0
PS,2005,25-34,F,1.0
PS,2006,25-34,F,0.0
PS,2007,25-34,F,1.0
PS,2008,25-34,F,0.0
PT,1995,25-34,F,172.0
PT,1996,25-34,F,177.0
PT,1997,25-34,F,141.0
PT,1998,25-34,F,160.0
PT,1999,25-34,F,134.0
PT,2000,25-34,F,154.0
PT,2001,25-34,F,160.0
PT,2002,25-34,F,141.0
PT,2003,25-34,F,163.0
PT,2004,25-34,F,122.0
PT,2005,25-34,F,109.0
PT,2006,25-34,F,107.0
PT,2007,25-34,F,95.0
PT,2008,25-34,F,86.0
PW,1995,25-34,F,0.0
PW,1997,25-34,F,0.0
PW,1999,25-34,F,3.0
PW,2002,25-34,F,3.0
PW,2003,25-34,F,0.0
PW,2006,25-34,F,1.0
PW,2007,25-34,F,0.0
PY,1995,25-34,F,49.0
PY,1996,25-34,F,91.0
PY,1997,25-34,F,72.0
PY,1998,25-34,F,55.0
PY,1999,25-34,F,72.0
PY,2000,25-34,F,86.0
PY,2001,25-34,F,71.0
PY,2002,25-34,F,83.0
PY,2003,25-34,F,71.0
PY,2004,25-34,F,87.0
PY,2005,25-34,F,98.0
PY,2006,25-34,F,79.0
PY,2007,25-34,F,98.0
PY,2008,25-34,F,87.0
QA,1995,25-34,F,3.0
QA,1996,25-34,F,1.0
QA,1997,25-34,F,1.0
QA,1998,25-34,F,2.0
QA,1999,25-34,F,3.0
QA,2000,25-34,F,4.0
QA,2001,25-34,F,0.0
QA,2002,25-34,F,13.0
QA,2003,25-34,F,6.0
QA,2004,25-34,F,5.0
QA,2005,25-34,F,10.0
QA,2006,25-34,F,11.0
QA,2007,25-34,F,6.0
QA,2008,25-34,F,14.0
RO,1995,25-34,F,1240.0
RO,1996,25-34,F,630.0
RO,1997,25-34,F,745.0
RO,1998,25-34,F,692.0
RO,1999,25-34,F,709.0
RO,2000,25-34,F,766.0
RO,2001,25-34,F,825.0
RO,2002,25-34,F,839.0
RO,2003,25-34,F,770.0
RO,2004,25-34,F,797.0
RO,2005,25-34,F,780.0
RO,2006,25-34,F,763.0
RO,2007,25-34,F,634.0
RO,2008,25-34,F,567.0
RS,2005,25-34,F,76.0
RS,2006,25-34,F,74.0
RS,2007,25-34,F,52.0
RS,2008,25-34,F,46.0
RU,1996,25-34,F,6.0
RU,1997,25-34,F,30.0
RU,1998,25-34,F,24.0
RU,1999,25-34,F,1022.0
RU,2000,25-34,F,73.0
RU,2001,25-34,F,1315.0
RU,2002,25-34,F,1496.0
RU,2003,25-34,F,1753.0
RU,2004,25-34,F,2051.0
RU,2006,25-34,F,2207.0
RU,2007,25-34,F,2418.0
RU,2008,25-34,F,2569.0
RW,1996,25-34,F,278.0
RW,1997,25-34,F,343.0
RW,1999,25-34,F,262.0
RW,2000,25-34,F,473.0
RW,2002,25-34,F,113.0
RW,2003,25-34,F,340.0
RW,2004,25-34,F,469.0
RW,2005,25-34,F,442.0
RW,2006,25-34,F,467.0
RW,2007,25-34,F,468.0
RW,2008,25-34,F,472.0
SA,1998,25-34,F,86.0
SA,1999,25-34,F,201.0
SA,2000,25-34,F,182.0
SA,2001,25-34,F,163.0
SA,2002,25-34,F,194.0
SA,2003,25-34,F,181.0
SA,2004,25-34,F,171.0
SA,2005,25-34,F,184.0
SA,2006,25-34,F,211.0
SA,2007,25-34,F,197.0
SA,2008,25-34,F,271.0
SB,1995,25-34,F,11.0
SB,1996,25-34,F,9.0
SB,1997,25-34,F,14.0
SB,1998,25-34,F,16.0
SB,2000,25-34,F,13.0
SB,2002,25-34,F,15.0
SB,2003,25-34,F,14.0
SB,2004,25-34,F,20.0
SB,2005,25-34,F,21.0
SB,2006,25-34,F,14.0
SB,2007,25-34,F,25.0
SB,2008,25-34,F,23.0
SC,1995,25-34,F,1.0
SC,1996,25-34,F,0.0
SC,1997,25-34,F,0.0
SC,1998,25-34,F,0.0
SC,2000,25-34,F,1.0
SC,2001,25-34,F,2.0
SC,2002,25-34,F,0.0
SC,2003,25-34,F,0.0
SC,2004,25-34,F,1.0
SC,2005,25-34,F,1.0
SC,2008,25-34,F,0.0
SD,1995,25-34,F,613.0
SD,1998,25-34,F,1036.0
SD,1999,25-34,F,1111.0
SD,2000,25-34,F,1134.0
SD,2001,25-34,F,910.0
SD,2002,25-34,F,1007.0
SD,2003,25-34,F,1052.0
SD,2004,25-34,F,1187.0
SD,2005,25-34,F,1203.0
SD,2006,25-34,F,1108.0
SD,2007,25-34,F,1318.0
SD,2008,25-34,F,962.0
SE,1995,25-34,F,13.0
SE,1996,25-34,F,10.0
SE,1997,25-34,F,8.0
SE,1998,25-34,F,15.0
SE,1999,25-34,F,14.0
SE,2000,25-34,F,8.0
SE,2001,25-34,F,12.0
SE,2002,25-34,F,14.0
SE,2003,25-34,F,18.0
SE,2004,25-34,F,11.0
SE,2005,25-34,F,15.0
SE,2006,25-34,F,14.0
SE,2007,25-34,F,11.0
SE,2008,25-34,F,13.0
SG,1995,25-34,F,18.0
SG,1997,25-34,F,16.0
SG,1998,25-34,F,18.0
SG,1999,25-34,F,21.0
SG,2000,25-34,F,8.0
SG,2001,25-34,F,7.0
SG,2002,25-34,F,15.0
SG,2003,25-34,F,26.0
SG,2004,25-34,F,15.0
SG,2005,25-34,F,20.0
SG,2006,25-34,F,22.0
SG,2007,25-34,F,13.0
SG,2008,25-34,F,16.0
SI,1995,25-34,F,24.0
SI,1996,25-34,F,15.0
SI,1997,25-34,F,15.0
SI,1998,25-34,F,12.0
SI,1999,25-34,F,5.0
SI,2000,25-34,F,9.0
SI,2001,25-34,F,11.0
SI,2002,25-34,F,7.0
SI,2003,25-34,F,5.0
SI,2004,25-34,F,6.0
SI,2005,25-34,F,4.0
SI,2006,25-34,F,7.0
SI,2007,25-34,F,5.0
SI,2008,25-34,F,7.0
SK,1995,25-34,F,17.0
SK,1996,25-34,F,28.0
SK,1997,25-34,F,11.0
SK,1998,25-34,F,3.0
SK,1999,25-34,F,10.0
SK,2000,25-34,F,9.0
SK,2001,25-34,F,9.0
SK,2002,25-34,F,9.0
SK,2003,25-34,F,9.0
SK,2004,25-34,F,2.0
SK,2005,25-34,F,8.0
SK,2006,25-34,F,6.0
SK,2007,25-34,F,3.0
SK,2008,25-34,F,4.0
SL,1995,25-34,F,193.0
SL,1996,25-34,F,278.0
SL,1997,25-34,F,328.0
SL,1998,25-34,F,294.0
SL,2000,25-34,F,298.0
SL,2001,25-34,F,292.0
SL,2002,25-34,F,382.0
SL,2003,25-34,F,394.0
SL,2004,25-34,F,440.0
SL,2005,25-34,F,518.0
SL,2006,25-34,F,536.0
SL,2007,25-34,F,568.0
SL,2008,25-34,F,609.0
SM,1997,25-34,F,1.0
SM,2003,25-34,F,0.0
SM,2004,25-34,F,0.0
SN,1995,25-34,F,461.0
SN,1996,25-34,F,549.0
SN,1997,25-34,F,509.0
SN,1998,25-34,F,447.0
SN,1999,25-34,F,434.0
SN,2000,25-34,F,540.0
SN,2001,25-34,F,531.0
SN,2002,25-34,F,523.0
SN,2003,25-34,F,600.0
SN,2004,25-34,F,485.0
SN,2005,25-34,F,568.0
SN,2006,25-34,F,572.0
SN,2007,25-34,F,603.0
SN,2008,25-34,F,659.0
SO,1995,25-34,F,139.0
SO,1996,25-34,F,224.0
SO,1997,25-34,F,313.0
SO,1998,25-34,F,321.0
SO,1999,25-34,F,302.0
SO,2000,25-34,F,319.0
SO,2001,25-34,F,413.0
SO,2002,25-34,F,447.0
SO,2003,25-34,F,462.0
SO,2004,25-34,F,618.0
SO,2005,25-34,F,636.0
SO,2006,25-34,F,628.0
SO,2007,25-34,F,520.0
SO,2008,25-34,F,587.0
SR,1996,25-34,F,6.0
SR,1997,25-34,F,1.0
SR,2000,25-34,F,6.0
SR,2001,25-34,F,5.0
SR,2002,25-34,F,2.0
SR,2003,25-34,F,2.0
SR,2004,25-34,F,2.0
SR,2005,25-34,F,2.0
SR,2006,25-34,F,4.0
ST,2000,25-34,F,15.0
ST,2001,25-34,F,10.0
ST,2002,25-34,F,5.0
ST,2003,25-34,F,7.0
ST,2004,25-34,F,5.0
ST,2005,25-34,F,5.0
ST,2006,25-34,F,7.0
ST,2007,25-34,F,6.0
ST,2008,25-34,F,6.0
SV,1996,25-34,F,62.0
SV,1997,25-34,F,72.0
SV,1998,25-34,F,93.0
SV,1999,25-34,F,73.0
SV,2000,25-34,F,76.0
SV,2001,25-34,F,86.0
SV,2002,25-34,F,84.0
SV,2003,25-34,F,71.0
SV,2004,25-34,F,73.0
SV,2005,25-34,F,82.0
SV,2006,25-34,F,80.0
SV,2007,25-34,F,85.0
SV,2008,25-34,F,71.0
SY,1995,25-34,F,97.0
SY,1996,25-34,F,107.0
SY,1997,25-34,F,112.0
SY,1998,25-34,F,99.0
SY,2000,25-34,F,101.0
SY,2001,25-34,F,116.0
SY,2002,25-34,F,116.0
SY,2003,25-34,F,99.0
SY,2004,25-34,F,121.0
SY,2005,25-34,F,108.0
SY,2006,25-34,F,109.0
SY,2007,25-34,F,106.0
SY,2008,25-34,F,80.0
SZ,1995,25-34,F,57.0
SZ,1996,25-34,F,352.0
SZ,2000,25-34,F,298.0
SZ,2001,25-34,F,474.0
SZ,2002,25-34,F,274.0
SZ,2003,25-34,F,325.0
SZ,2004,25-34,F,381.0
SZ,2005,25-34,F,453.0
SZ,2006,25-34,F,464.0
SZ,2007,25-34,F,576.0
SZ,2008,25-34,F,663.0
TC,2002,25-34,F,1.0
TC,2003,25-34,F,2.0
TC,2006,25-34,F,1.0
TD,1999,25-34,F,230.0
TD,2002,25-34,F,495.0
TD,2003,25-34,F,363.0
TD,2004,25-34,F,317.0
TD,2005,25-34,F,298.0
TG,1995,25-34,F,96.0
TG,1996,25-34,F,117.0
TG,1998,25-34,F,113.0
TG,1999,25-34,F,123.0
TG,2000,25-34,F,124.0
TG,2002,25-34,F,148.0
TG,2003,25-34,F,149.0
TG,2004,25-34,F,205.0
TG,2005,25-34,F,236.0
TG,2006,25-34,F,268.0
TG,2007,25-34,F,256.0
TG,2008,25-34,F,302.0
TH,1995,25-34,F,888.0
TH,1996,25-34,F,844.0
TH,1997,25-34,F,725.0
TH,1998,25-34,F,401.0
TH,1999,25-34,F,771.0
TH,2000,25-34,F,1035.0
TH,2001,25-34,F,1550.0
TH,2002,25-34,F,1525.0
TH,2003,25-34,F,1678.0
TH,2004,25-34,F,1602.0
TH,2005,25-34,F,1662.0
TH,2006,25-34,F,1542.0
TH,2007,25-34,F,1481.0
TH,2008,25-34,F,1513.0
TJ,1996,25-34,F,26.0
TJ,1997,25-34,F,33.0
TJ,1998,25-34,F,60.0
TJ,2001,25-34,F,83.0
TJ,2002,25-34,F,84.0
TJ,2004,25-34,F,59.0
TJ,2005,25-34,F,185.0
TJ,2007,25-34,F,243.0
TJ,2008,25-34,F,211.0
TK,2007,25-34,F,0.0
TK,2008,25-34,F,6.0
TL,2002,25-34,F,124.0
TL,2003,25-34,F,116.0
TL,2004,25-34,F,116.0
TL,2005,25-34,F,90.0
TL,2006,25-34,F,76.0
TL,2007,25-34,F,98.0
TL,2008,25-34,F,72.0
TM,1995,25-34,F,146.0
TM,1996,25-34,F,75.0
TM,1997,25-34,F,95.0
TM,1998,25-34,F,69.0
TM,1999,25-34,F,103.0
TM,2000,25-34,F,140.0
TM,2001,25-34,F,137.0
TM,2002,25-34,F,143.0
TM,2003,25-34,F,139.0
TM,2004,25-34,F,128.0
TM,2005,25-34,F,101.0
TM,2006,25-34,F,115.0
TM,2007,25-34,F,132.0
TM,2008,25-34,F,146.0
TN,1998,25-34,F,65.0
TN,1999,25-34,F,76.0
TN,2000,25-34,F,59.0
TN,2001,25-34,F,42.0
TN,2002,25-34,F,50.0
TN,2003,25-34,F,56.0
TN,2004,25-34,F,55.0
TN,2005,25-34,F,61.0
TN,2006,25-34,F,52.0
TN,2007,25-34,F,54.0
TN,2008,25-34,F,57.0
TO,1995,25-34,F,1.0
TO,1996,25-34,F,1.0
TO,1997,25-34,F,0.0
TO,1998,25-34,F,0.0
TO,1999,25-34,F,0.0
TO,2000,25-34,F,1.0
TO,2001,25-34,F,2.0
TO,2002,25-34,F,1.0
TO,2003,25-34,F,0.0
TO,2005,25-34,F,1.0
TO,2006,25-34,F,1.0
TO,2007,25-34,F,1.0
TO,2008,25-34,F,0.0
TR,2004,25-34,F,21.0
TR,2005,25-34,F,474.0
TR,2006,25-34,F,507.0
TR,2007,25-34,F,531.0
TR,2008,25-34,F,485.0
TT,1995,25-34,F,4.0
TT,1996,25-34,F,5.0
TT,1998,25-34,F,3.0
TT,1999,25-34,F,6.0
TT,2000,25-34,F,7.0
TT,2001,25-34,F,11.0
TT,2002,25-34,F,11.0
TT,2003,25-34,F,2.0
TT,2004,25-34,F,8.0
TT,2005,25-34,F,9.0
TT,2006,25-34,F,10.0
TT,2007,25-34,F,7.0
TT,2008,25-34,F,12.0
TV,1995,25-34,F,1.0
TV,1998,25-34,F,1.0
TV,2003,25-34,F,0.0
TV,2006,25-34,F,0.0
TV,2007,25-34,F,0.0
TV,2008,25-34,F,2.0
TZ,1995,25-34,F,2532.0
TZ,1996,25-34,F,2885.0
TZ,1997,25-34,F,2876.0
TZ,1998,25-34,F,3243.0
TZ,1999,25-34,F,3469.0
TZ,2000,25-34,F,3426.0
TZ,2001,25-34,F,3609.0
TZ,2002,25-34,F,3511.0
TZ,2003,25-34,F,3504.0
TZ,2004,25-34,F,3537.0
TZ,2005,25-34,F,3521.0
TZ,2006,25-34,F,3326.0
TZ,2007,25-34,F,3388.0
TZ,2008,25-34,F,3152.0
UA,1995,25-34,F,380.0
UA,1996,25-34,F,410.0
UA,1997,25-34,F,474.0
UA,1998,25-34,F,556.0
UA,1999,25-34,F,577.0
UA,2000,25-34,F,590.0
UA,2001,25-34,F,649.0
UA,2003,25-34,F,745.0
UA,2006,25-34,F,909.0
UA,2007,25-34,F,1661.0
UA,2008,25-34,F,979.0
UG,1995,25-34,F,1845.0
UG,1996,25-34,F,2099.0
UG,1997,25-34,F,2489.0
UG,1998,25-34,F,2760.0
UG,1999,25-34,F,2591.0
UG,2000,25-34,F,2782.0
UG,2001,25-34,F,2656.0
UG,2002,25-34,F,3011.0
UG,2003,25-34,F,3176.0
UG,2004,25-34,F,3110.0
UG,2005,25-34,F,3099.0
UG,2006,25-34,F,2909.0
UG,2007,25-34,F,3008.0
UG,2008,25-34,F,2985.0
US,1995,25-34,F,579.0
US,1996,25-34,F,487.0
US,1997,25-34,F,449.0
US,1998,25-34,F,425.0
US,1999,25-34,F,391.0
US,2000,25-34,F,376.0
US,2001,25-34,F,410.0
US,2002,25-34,F,423.0
US,2003,25-34,F,353.0
US,2004,25-34,F,339.0
US,2005,25-34,F,348.0
US,2006,25-34,F,384.0
US,2007,25-34,F,338.0
US,2008,25-34,F,329.0
UY,1995,25-34,F,26.0
UY,1996,25-34,F,35.0
UY,1997,25-34,F,28.0
UY,1998,25-34,F,29.0
UY,1999,25-34,F,25.0
UY,2000,25-34,F,22.0
UY,2001,25-34,F,31.0
UY,2002,25-34,F,25.0
UY,2003,25-34,F,24.0
UY,2004,25-34,F,25.0
UY,2005,25-34,F,30.0
UY,2006,25-34,F,19.0
UY,2007,25-34,F,26.0
UY,2008,25-34,F,35.0
UZ,1996,25-34,F,799.0
UZ,1998,25-34,F,9.0
UZ,1999,25-34,F,647.0
UZ,2000,25-34,F,547.0
UZ,2001,25-34,F,631.0
UZ,2002,25-34,F,394.0
UZ,2003,25-34,F,588.0
UZ,2004,25-34,F,600.0
UZ,2005,25-34,F,597.0
UZ,2006,25-34,F,597.0
UZ,2007,25-34,F,507.0
UZ,2008,25-34,F,479.0
VC,2000,25-34,F,0.0
VC,2002,25-34,F,1.0
VC,2005,25-34,F,1.0
VC,2007,25-34,F,0.0
VE,1999,25-34,F,315.0
VE,2002,25-34,F,280.0
VE,2003,25-34,F,355.0
VE,2004,25-34,F,324.0
VE,2005,25-34,F,299.0
VE,2006,25-34,F,297.0
VE,2007,25-34,F,271.0
VE,2008,25-34,F,272.0
VG,2004,25-34,F,1.0
VI,1996,25-34,F,1.0
VN,1996,25-34,F,2606.0
VN,1997,25-34,F,2809.0
VN,1998,25-34,F,2749.0
VN,1999,25-34,F,2511.0
VN,2000,25-34,F,2320.0
VN,2001,25-34,F,2357.0
VN,2002,25-34,F,2357.0
VN,2003,25-34,F,2262.0
VN,2004,25-34,F,2398.0
VN,2005,25-34,F,2293.0
VN,2006,25-34,F,2381.0
VN,2007,25-34,F,2354.0
VN,2008,25-34,F,2416.0
VU,1995,25-34,F,0.0
VU,1996,25-34,F,3.0
VU,1998,25-34,F,9.0
VU,1999,25-34,F,10.0
VU,2000,25-34,F,15.0
VU,2001,25-34,F,4.0
VU,2002,25-34,F,1.0
VU,2003,25-34,F,4.0
VU,2004,25-34,F,8.0
VU,2005,25-34,F,1.0
VU,2006,25-34,F,9.0
VU,2007,25-34,F,8.0
VU,2008,25-34,F,4.0
WF,1996,25-34,F,3.0
WF,1997,25-34,F,0.0
WF,2003,25-34,F,1.0
WF,2007,25-34,F,0.0
WS,1995,25-34,F,2.0
WS,1996,25-34,F,3.0
WS,1997,25-34,F,1.0
WS,1998,25-34,F,1.0
WS,1999,25-34,F,2.0
WS,2000,25-34,F,1.0
WS,2001,25-34,F,1.0
WS,2002,25-34,F,5.0
WS,2003,25-34,F,2.0
WS,2005,25-34,F,0.0
WS,2008,25-34,F,1.0
YE,1995,25-34,F,720.0
YE,1996,25-34,F,100.0
YE,1997,25-34,F,449.0
YE,1998,25-34,F,632.0
YE,1999,25-34,F,532.0
YE,2000,25-34,F,627.0
YE,2001,25-34,F,562.0
YE,2002,25-34,F,443.0
YE,2003,25-34,F,426.0
YE,2004,25-34,F,376.0
YE,2005,25-34,F,410.0
YE,2006,25-34,F,358.0
YE,2007,25-34,F,374.0
YE,2008,25-34,F,455.0
YU,1995,25-34,F,167.0
YU,1996,25-34,F,159.0
YU,1997,25-34,F,274.0
YU,2001,25-34,F,46.0
YU,2002,25-34,F,48.0
YU,2003,25-34,F,58.0
YU,2004,25-34,F,89.0
ZA,1999,25-34,F,1384.0
ZA,2000,25-34,F,1716.0
ZA,2001,25-34,F,3220.0
ZA,2002,25-34,F,11312.0
ZA,2003,25-34,F,16867.0
ZA,2004,25-34,F,18975.0
ZA,2005,25-34,F,19343.0
ZA,2006,25-34,F,20387.0
ZA,2007,25-34,F,21049.0
ZA,2008,25-34,F,21579.0
ZM,1995,25-34,F,1779.0
ZM,2000,25-34,F,1118.0
ZM,2002,25-34,F,2730.0
ZM,2003,25-34,F,3439.0
ZM,2004,25-34,F,2961.0
ZM,2005,25-34,F,2463.0
ZM,2006,25-34,F,2834.0
ZM,2007,25-34,F,2193.0
ZM,2008,25-34,F,2062.0
ZW,2002,25-34,F,2185.0
ZW,2003,25-34,F,2856.0
ZW,2004,25-34,F,2858.0
ZW,2005,25-34,F,2242.0
ZW,2006,25-34,F,2424.0
ZW,2007,25-34,F,3311.0
ZW,2008,25-34,F,0.0
AD,1996,35-44,F,0.0
AD,1997,35-44,F,3.0
AD,1999,35-44,F,1.0
AD,2002,35-44,F,0.0
AD,2003,35-44,F,1.0
AD,2004,35-44,F,0.0
AD,2005,35-44,F,1.0
AD,2006,35-44,F,0.0
AD,2008,35-44,F,1.0
AE,1999,35-44,F,3.0
AE,2000,35-44,F,3.0
AE,2002,35-44,F,3.0
AE,2003,35-44,F,3.0
AE,2004,35-44,F,7.0
AE,2006,35-44,F,5.0
AE,2007,35-44,F,3.0
AE,2008,35-44,F,1.0
AF,1997,35-44,F,14.0
AF,1998,35-44,F,194.0
AF,1999,35-44,F,110.0
AF,2000,35-44,F,339.0
AF,2001,35-44,F,586.0
AF,2002,35-44,F,792.0
AF,2003,35-44,F,814.0
AF,2004,35-44,F,1096.0
AF,2005,35-44,F,1302.0
AF,2006,35-44,F,1654.0
AF,2007,35-44,F,1708.0
AF,2008,35-44,F,1614.0
AG,1996,35-44,F,1.0
AG,2000,35-44,F,0.0
AG,2001,35-44,F,0.0
AG,2002,35-44,F,0.0
AG,2003,35-44,F,0.0
AG,2007,35-44,F,0.0
AI,2003,35-44,F,1.0
AI,2004,35-44,F,0.0
AL,1995,35-44,F,0.0
AL,1997,35-44,F,14.0
AL,1998,35-44,F,12.0
AL,1999,35-44,F,11.0
AL,2000,35-44,F,8.0
AL,2001,35-44,F,5.0
AL,2002,35-44,F,9.0
AL,2003,35-44,F,6.0
AL,2004,35-44,F,8.0
AL,2005,35-44,F,5.0
AL,2006,35-44,F,7.0
AL,2007,35-44,F,7.0
AL,2008,35-44,F,8.0
AM,1995,35-44,F,2.0
AM,1996,35-44,F,9.0
AM,1997,35-44,F,17.0
AM,1998,35-44,F,11.0
AM,1999,35-44,F,20.0
AM,2000,35-44,F,24.0
AM,2001,35-44,F,22.0
AM,2002,35-44,F,32.0
AM,2003,35-44,F,13.0
AM,2004,35-44,F,12.0
AM,2005,35-44,F,10.0
AM,2006,35-44,F,16.0
AM,2007,35-44,F,11.0
AM,2008,35-44,F,10.0
AN,1996,35-44,F,1.0
AN,1997,35-44,F,2.0
AN,1998,35-44,F,2.0
AN,1999,35-44,F,0.0
AN,2000,35-44,F,0.0
AN,2001,35-44,F,0.0
AN,2002,35-44,F,0.0
AN,2003,35-44,F,1.0
AN,2004,35-44,F,1.0
AN,2006,35-44,F,0.0
AO,1995,35-44,F,264.0
AO,1996,35-44,F,615.0
AO,1997,35-44,F,627.0
AO,1998,35-44,F,623.0
AO,1999,35-44,F,743.0
AO,2000,35-44,F,844.0
AO,2001,35-44,F,647.0
AO,2002,35-44,F,1600.0
AO,2003,35-44,F,1747.0
AO,2004,35-44,F,1854.0
AO,2005,35-44,F,1797.0
AO,2006,35-44,F,1990.0
AO,2007,35-44,F,1812.0
AO,2008,35-44,F,2082.0
AR,1996,35-44,F,528.0
AR,1997,35-44,F,336.0
AR,1998,35-44,F,271.0
AR,1999,35-44,F,292.0
AR,2000,35-44,F,262.0
AR,2001,35-44,F,303.0
AR,2002,35-44,F,301.0
AR,2003,35-44,F,294.0
AR,2004,35-44,F,271.0
AR,2005,35-44,F,290.0
AR,2006,35-44,F,235.0
AR,2007,35-44,F,246.0
AR,2008,35-44,F,252.0
AS,1997,35-44,F,0.0
AS,2001,35-44,F,1.0
AT,1995,35-44,F,32.0
AT,1997,35-44,F,62.0
AT,1999,35-44,F,18.0
AT,2000,35-44,F,12.0
AT,2001,35-44,F,15.0
AT,2002,35-44,F,7.0
AT,2003,35-44,F,12.0
AT,2004,35-44,F,9.0
AT,2005,35-44,F,8.0
AT,2006,35-44,F,16.0
AT,2007,35-44,F,7.0
AU,1997,35-44,F,9.0
AU,1998,35-44,F,15.0
AU,1999,35-44,F,18.0
AU,2000,35-44,F,12.0
AU,2001,35-44,F,16.0
AU,2002,35-44,F,15.0
AU,2003,35-44,F,3.0
AU,2004,35-44,F,5.0
AU,2005,35-44,F,11.0
AU,2006,35-44,F,14.0
AU,2007,35-44,F,20.0
AU,2008,35-44,F,14.0
AZ,1995,35-44,F,0.0
AZ,1996,35-44,F,86.0
AZ,1997,35-44,F,178.0
AZ,1998,35-44,F,7.0
AZ,1999,35-44,F,73.0
AZ,2000,35-44,F,6.0
AZ,2002,35-44,F,80.0
AZ,2003,35-44,F,62.0
AZ,2004,35-44,F,57.0
AZ,2005,35-44,F,47.0
AZ,2006,35-44,F,66.0
BA,1995,35-44,F,64.0
BA,1996,35-44,F,39.0
BA,1997,35-44,F,50.0
BA,1998,35-44,F,27.0
BA,1999,35-44,F,34.0
BA,2000,35-44,F,29.0
BA,2001,35-44,F,34.0
BA,2002,35-44,F,18.0
BA,2003,35-44,F,34.0
BA,2004,35-44,F,43.0
BA,2005,35-44,F,33.0
BA,2006,35-44,F,24.0
BA,2007,35-44,F,0.0
BA,2008,35-44,F,20.0
BB,2000,35-44,F,0.0
BB,2001,35-44,F,1.0
BB,2004,35-44,F,1.0
BB,2007,35-44,F,0.0
BB,2008,35-44,F,0.0
BD,1995,35-44,F,360.0
BD,1996,35-44,F,434.0
BD,1997,35-44,F,1748.0
BD,1998,35-44,F,2156.0
BD,1999,35-44,F,2180.0
BD,2000,35-44,F,2247.0
BD,2001,35-44,F,2260.0
BD,2002,35-44,F,2791.0
BD,2003,35-44,F,3258.0
BD,2004,35-44,F,3758.0
BD,2005,35-44,F,5538.0
BD,2006,35-44,F,6395.0
BD,2007,35-44,F,6678.0
BD,2008,35-44,F,6465.0
BE,1995,35-44,F,32.0
BE,1996,35-44,F,25.0
BE,1997,35-44,F,22.0
BE,1998,35-44,F,20.0
BE,1999,35-44,F,19.0
BE,2000,35-44,F,19.0
